src_id,cn_text,vi_text
146,"写给自己的第366封信
没有谁会教你怎样去爱一个人，-
大概最好的状态
如何去忘一个人。
我也宠辱不惊。
我会热情相迎；
有你很好，
你走了，
没你
你来了，
就是，
也是。
写给自己的第367封信
多情、
而是偏执地爱一个
野蛮、
一个人最大的缺点不是自私
任性，
不爱自己的人。
写给自己的第368封信
谈恋爱，
这两种是完全不一样的。
有人和你谈恋爱，
有人和你结婚，
随时都有可能走。
是他停下来陪着你，
但并没有改变自己的行程，D4.
，而结婚
是他放弃了自己的路，
愿意和你走同一条路。
结婚
恋爱易，
所以，
才叫家人。
娶了你的那个人，
依旧是路人。
爱上你的人，
","
Bức thư viết cho chính mình số 365



Thế giới này không có người đàn ông đưa đón bạn cả đời, càng không có người

đàn ông nào cả đời sẽ không nói dối bạn. Quả thực sẽ có người đàn ông nguyện cả đời
bên cạnh bạn, không rời xa bạn. Hãy nhớ rằng cứ là con người thì đều sẽ có lúc buông
thả, lười biếng và có những khuyết điểm. Đừng ôm những hi vọng mà đối phương
không thế thực hiện được. Đàn ông có rất nhiêu nhưng còn xem yêu cầu của bạn có
thể thấp tới đâu. Mong đợi ít hơn và những niềm vui bất ngờ sẽ nhiều hơn.






Máéiyöu shếi huì jiÀo nẴ zšnyàng qù ài yigè rén, rúhé qù wàng yigè rén. Dàgài zuÌ hão
de zhuàngtài jiùshì, n láile, wõ huì rèqíng xiang yíng; nÍ zóule, w yš chỗngrủbùjIng. Yóu rử
hẽn hão, méi n yšsh].
Bức thư viết cho chính mình số 366
Không ai có thể dạy cho bạn làm thế nào để yêu một người và làm thế nào để
quên một người. Có lẽ điều tốt nhất là: Khi người ấy đến tôi sẽ nhiệt tình chào đón, .
khi người ấy đi tôi cũng không lấy làm bất ngờ. Có người ấy thật sự rất tốt và khi

không có cũng chẳng sao cả.













Yigè tén zuìdà de quedišn bùshì zìsi, duögíng, všmán, rènxìng, ét shì pianzhí de ài yigè

bù ài zìJÏ de rén.
Bức thư viết cho chính mình số 367

Một trong những khuyết điểm lớn nhất không phải là ích kỉ, đào hoa, tàn bạo,
sống buông thả mà là cứ cố chấp để yêu một người không yêu mình.





%,

XE s
153


"
147,"写给自己的第369封信
都应知道，
不管你有多爱，
他在你
都有个过不去的人。
每个人心里，
再无别的选择。
的生命里只有两种结局，
也就
要么是路人，
要么是终点，
就一定会成为路人，
当一个人无法成为你的终点时，
这和爱不爱没
是说，
要么相忘江湖，
这就是爱的现实。
要么白头到老，
任何关系。
所以，
写给自己的第370封信
有心装着你，
有人对你好，
人心如此小，
是你的骄傲；
世界这么大，
失去什么也不肯把你丢掉。
总有一个人把你看得很重，
是你的自豪。
这世
但最奢侈的是你用多少钱，
钱能购得真正的奢侈品，
也无法买到的一
颗真正惦记你的心。
","Yöurén hé nỉ tán hàn Ài, vöurén hé ní jiehun, zhè liăng zhóng shì wánquán bù yiyàng de.
Tán làn'ài, shì ta tíng xiÀlái péizhe nằ, dàn bìng mềiyÖu găibiàn zìJš de xíngchéng, suíshí dou
; ủng P g meiyou g J gcheng
yóu kẽnéng zðu. Ér jiếhũn ne, shì tã fàngqile zìjš de lù, vuànyÌ hé n zóu tóng yĩtiáo lù. Suðyï,
hàn ài yì, jiehun nán. Ái shàng nÏ de rén, yDjiù shì lù:én. Qúle nă dì nàgè rén, cái JiÀo jiarén.
Bức thư viết cho chính mình số 368
Có người để bạn hẹn hò và có người để bạn kết hôn, đó là hai chuyện hoàn toàn
khác nhau. Hẹn hò là khi anh ta nguyện bên bạn, nhưng lại không có sự thay đổi bản
thân gì cả, có thể ra đi bất cứ lúc nào. Còn kết hôn là buộc anh ta từ bỏ con đường
riêng của mình, nguyện đi cùng đường với bạn. Vì vậy, yêu thì dễ, đi đến hôn nhân
mới là điều khó. Người yêu bạn thực ra vẫn chỉ là người qua đường. Người đàn ông
đã quyết định lấy bạn mới được gọi là người thân trong gia đình vậy.

Mặi gèrén xinlĩ, dõu yóu gè guòbuqù de rén. Bùguãn nÏ yóu duõ ài, dou ying zhidào, ta
zài n de snengining ũ zniyóu hãng zhng Jiếjú, yàO¡n€ suÌ zhOngduăn, yÀOLac shi lùcền, zài wú
bié de xuănzé. Ÿš Jiùshì shuo, dang yigè rén wúfš chéngwéi nỉ de zhongdiăn shí, Jù yiding huì
chéngwéi lùrén, zhè hé Ài bù ài méi rènhé guanxì. SuðyÌ, yàome báitóu dào lăo, yÀome xiang
wàng Jianghú, zhè Jiùshì Ài de xiànshí.
Bức thư viết cho chính mình số 369
Trong tim mỗi người đều sẽ có một hình bóng của ai đó không thể quên được.
Dù bạn có yêu thế nào cũng nên biết rằng, anh ta trong cuộc sống của bạn chỉ có hai


kết quả: Hoặc là người cuối cùng hoặc chỉ là người qua đường, không có lựa chọn
khác nữa. Cũng có nghĩa là: Khi một người không thể thành điểm đỗ cuối cùng của

5
bạn sẽ chỉ trở thành người qua đư<`yr1Ig mà thôi và điều này tuyệt nhiên không liên
quan đến việc có yêu hay không. Vì vậy, hoặc là bên nhau đến khi bạc đầu hoặc là trở
thành người thoáng qua của nhau, đây chính là thực tế phũ phàng của tình yêu.

m
+,


154
"
148,"写给自己的第371封信
当我们磕磕碰碰走很远的路，
渐渐地变得足够美
在足够长的岁月里，
我们可
我们总会遇见一个牵了手就懂得互相珍惜的人。
那时，
于是，
“我们相遇时，
或许晚了一点，
以对身边的那个人说:
慢了一点。但是，
蓄谋已久
我想把这样的自己，
的自己交给你。
写给自己的第372封信
你以为可以一直继续的。
有些事，
有些人，
你以为可以再见面的。落下，又升起来的时候，
一切都变了。
离开永远比相遇更容
当太阳落下，
然而，
爱那么
而离开只是两个人的结局。
因为相遇是几亿人中一次的缘分，
遗忘却那么长。
","Ị
!
Ị
[
Ị
|
¡
¡
¡
¡
¡
Shùjiè zhème dà, yöurén dui nỉ hão, shì nĂ de jiao'Ào; rénxin rúcÏ xião, gŠuxin zhuangzhe
nử, shì n de zìháo. Zðng yöuyi gèrén bă nằ kàn dé hền zhòng, shiqù shénme y bù kẽn bă nă
diudiào. Zhè shishàng, gián néng gòu dé zhenzhèng de shechi pin, dàn zuì shechi de shì nỉ


. —


yòng duoshăäo gián, yš wúfš mãi dào de yĩ ke zhenzhèng diànjì nă de xin.

Bức thư viết cho chính mình số 370



Thế giới lớn như vậy, có người nào đó tốt với bạn là niềm kiêu hãnh của bạn.
Những người như vậy quá ít nên cho dù chỉ là giả tạo cũng là đáng quý. Sẽ có người
luôn tôn trọng bạn, có thể đánh đối tất cả cũng không muốn đánh mất bạn. Thế giới
này, những thứ xa xỉ có thể dùng tiền để mua, nhưng thứ xa xỉ nhất mà bạn có bao
nhiêu tiền cũng không thế mua được là một trái tim chỉ luôn nghĩ cho bạn.




%
»


Dãng wðmen kế ke pèng pèng zóu hẽn vuăn de lù, zài zgòu zhăng de suìyuè l, Jiànjiàn
de biàn dé zúgòu mẽihăo, nà shí, wömen zðng huì yùjiàn ytgè gianle shỗu Jiù dngdé hùxiang
4 v . .-_ ` Ị
8Wðmen xiangyù shí,
zhenxI de rén. Yúshì, wömen kẽy! duì shenbian dì nàgè rén shuo:
N 2 y s.v?
xùmóu ví Jtũ
huòxú wănle vidiăn, mànle yidiăn. Dànshì, wð xiăng bš zhèyàng de zìj,
de
zìjÏ jiao gẽi nử. ?
Bức thư viết cho chính mình số 371
Khi chúng ta đi một chặng đường dài, thời gian trải qua đủ lâu, hoàn cảnh dần

dần trở nên tốt hơn, khi đó, chúng ta sẽ tìm thấy một người vừa nắm lấy tay bạn vừa
hiểu cách tôn trọng bạn. Vì vậy, chúng ta có thể nói với người đó rằng: “Khi chúng
ta gặp nhau, có lẽ hơi muộn, cũng chỉ hiểu nhau một chút nhưng em muốn đem một
người đã trưởng thành hơn, là em của hiện tại đến bên cạnh đem lại cho anh hạnh
phúc mãi mãi.”


5
x
2
Yöuxie rén, n gïwéi kšyÏ zài llànmiàn de. YVöuxie shì, nặ yïwéi kẽyï y1zhí jìxù de. Rán r,
dãng tàiyáng luòxià, yòu sheng qñlái de shíhòu, yigiè dou biànle. Líkai võngvušn bĩ xiangyù


155

"
149,"写给自己的第373封信
或浪漫，
或平淡，
或热烈，
这个世界上，
一边骂着你，
一边为你撑伞。
或悲情。
写给自己的第374封信
重要的是脑子里有智慧，
你会发现男人的相貌并不重要，上
时间久了，-
男人的甜言并不重要，
重要的是能否兑现承诺！
心中有担当！
男人的金钱
重要的是花不花在你身上！
多少不重要，
男人的人在哪里不重要，
重要的
是心里是否牵挂你。
",". gèng róngvì, vinwèi xiangyù shì Jï yì rén zhong yicÌ de yuánfèn, ér Hkai zhishì liặng gèrén de
ji6Jú. Âi nàme duãn, yíwvàng què nàme zhăng.

Bức thư viết cho chính mình số 372

Một số người bạn nghĩ bạn có thể gặp lại. Một số việc bạn tưởng có thể tiếp diễn
mãi như vậy. Tuy nhiên, khi mặt trời lặn rồi lại mọc, mọi thứ đều đã thay đối. Rời bỏ
luôn dễ dàng hơn tương ngộ, có thể gặp được nhau giữa hàng tỉ con người là duyên
phận chỉ có một lần, còn chia lìa chỉ là kết cục cuối cùng. Yêu trong dĩ vãng vì thế mà
lại có thể lâu đến vậy.

X - E L ZÌ92ARZEAASRERX, XAAU, A T, Ah,
— Ê_—ẮỶH/ Ể
Zhège shìjiè shàng, Àigíng vĩ hềnduo zhống fangshì cúnzÀizhe, huò rèliè, huò píngdàn,

huò làngmàn, huò beigíng. YÖu nàme ÿy1 zhỗng rén, yibian màzhe nử, vibian wèi nỉ cheng sắn

Bức thư viết cho chính mình số 373

Trên thế giới này, tình yêu có nhiều dạng tồn tại: Có thể mãnh liệt, có thế bình
lặng, cũng có thể lãng mạn hoặc trở thành thảm kịch. Con người cũng vậy: Có một
người có thể vừa mắng bạn vừa trở thành chiếc ô bảo vệ cho bạn.
Shíjian jiủle, nÍ huì faxiàn nánrén de xiàngmàÀo bìng bù chóng vào, zhòngyào de shì
năozi l yóu zhihuÌì, xinzhong yóu dandangl Nánrén de tián ván bìng bù chóng yào, zhòngvào
de shì néng fðu duìxiàn chéngnuò! Nánrén de Jingián duo shào bù chóng yvào, zhòngyào de
shì hua bu huã zài nĂ shenshangl Nánrén de rén zài nălš bù chóng vào, zhòngyào de shì xinl
shitfÓu qianguà nử.


Bức thư viết cho chính mình số 374
Theo dòng thời gian bạn sẽ phát hiện ngoại hình của một người đàn ông không

thực sự quan trọng, quan trọng bằng trí tuệ cùng tỉnh thần trách nhiệm! Lời nói ngọt
ngào của người đàn ông không quan trọng, quan trọng là khả năng thực hiện lời hứa
của họ! Một người đàn ông có nhiều tiền hay không không quan trọng, điều quan
trọng là những đồng tiền của họ có phải là tiêu vì bạn hay không! Một người đàn ông
không quan trọng đang ở đâu mà điều quan trọng là thời điểm này anh ta có đang
nhớ đến bạn hay không.



156


"
150,"写给自己的第375封信
也就变成了故
等时间长了，
有些事，
也许还更好，
你把它藏到心里，
而失去了自己。
人生最糟的不是失去爱的人，
而是因为太爱一个人，
写给自己的第376封信
真正好的爱情，
“不费力”
努力经营，
不需要刻意讨好、
两个
就是
得让你耗费巨大精力来取
如果一段情、
人已是顺其自然地舒服。
一个人，
不会舍得你如此
这已注定不是能陪你到最后的缘分了。
最爱你的人，
辛苦。
写给自己的第377封信
已经不是你
你割舍不下的，
你就无法自拔了。
当你付出太多的时候，
喜欢的那个人了，
当你惊叹于自己的付出的时
而是那个默默付出的自己。
感
在这场独角戏里，
其实只是现在的你自己。
你爱上的人，
到最后，
只有你自己。
动的人，
","
#
Yðuxie shì, nĩ bă t cáng dào xInH, yšxúủ hái gèng hão, dễng shíJian zhăngle, yš jiù biàn
chéngle gùshì. Rénsheng zuì zao de bùshì shiqù Ài de rén, ér shì yinwèi tài Ài yigè rén, ét
shiqùle zìJï.

Bức thư viết cho chính mình số 375
Một số việc bạn giấu nó thật sâu trong lòng có lẽ còn tốt hơn. Đợi thời gian lâu
.. .
rồi, nó sẽ trở thành câu chuyện để bạn kế lại. Cuộc sống đáng sợ nhất không phải là
đánh mất người yêu bạn mà là vì quá yêu một người để rồi đánh mất chính mình.



O
v2
ỞL
2
« ` N*$vØ
bù fèilì
Zhenzhèng hăo de àigíng, jiùshì
. Bù xuyào kèyì tặohão, núÌ jingyíng, liăng
gèrén yÏ shì shùn qí zìrán dì shufú. Rúguð yiduân qíng, ylgè tén, dề ràng nă hàofèi Jùdà Jingli
lái qúyuè, zhè yÏ zhùdìng bùshì néng péi n đào zulhòu de vuánfènle. Zui ài nĂ de rén, bù huì -
shšdé nĩ rúcÍ xinkuù.
Bức thư viết cho chính mình số 376
Một tình yêu tuyệt vời nhất là “không phí sức”. Ý nghĩa muốn nói ở đây là: Tình
yêu đến một cách tự nhiên không đòi hỏi một sự nỗ lực bắt buộc nào cả. Nếu có một
tình yêu như thế, nếu có một người khiến bạn phải bỏ ra quá nhiều mới có được tình

cảm của của họ thì đây không phải là tình yêu mà bạn cần. Bởi nếu là người yêu bạn,
người đó sẽ không nỡ đếể bạn phải vất vả chật vật đến như vậy.






1,
Dãng nỉ fàchu tài duö de shíhòu, nỉ jiù wúfš zìbále. NJ geshš bu xià de, yÃïng bùshi
n xThuãn dì nàgè rénle, ér shì nàgè mòmò fùchu de zìjJ. Dang nỉ jingtàn yú zÌJÏ de fùchu de
shíhòu, n ài shàng de rén, qíshí zhïshì xiànzài de nử zùj[. Dào zulhòu, zài zhè chăng dú/iÄoxì
l, găndòng de rén, zhiyóu nỉ z}j.

157
"
151,"写给自己的第378封信
会用尽全力去爱你。接受你的坏
有那么一个人，
终有一天，
请相信，
还是难过。
分享你的一切，
脾气，
容忍你的小任性，
无论是开心，
必用尽
暖你破碎之心。
倾世温柔，
写给自己的第379封信
生人勿近的气息太浓，
总是抱怨没有人爱，其实是自己的问题，
不愿
意主动了解别人也不愿意让别人了解你。
容易感动却不轻易心动，
相信真
活该单身。
爱却不愿意去爱。
不愿敞开心扉的人，
","Bức thư viết cho chính mình số 377
Khi bạn phải hi sinh quá nhiều bạn không thế tự giải thoát được nữa. Người
mà bạn đang nuối tiếc đã không còn là người mà ban đầu bạn thích nữa rồi. Giờ chí

còn một mình bạn là người âm thầm hi sinh mà thôi. Khi bạn than vãn với bản thân
những gì mình đã bỏ ra thì người bạn yêu giờ thực ra chỉ là chính mình của hiện tại.
Đến cuối cùng, trong vở độc điễn này, người cảm động rơi lệ có lẽ chỉ có mình bạn
mà thôi.






QÌng xiangxìn, zhong yóu yitian, yÓu nàme yigè réên, huì vòng jìn quánh qù ài nằ. Jieshòu
n de huài pÍqì, róngrẽn nĂ de xiăo rènxìng, fenxiăng nẵ de viqiè, wúlùn shì kaixin, háishì
nánguòÒ. Bì ygòng Jìn qing shì wenróu, nuăn n pòsul zhĩ xin.
Bức thư viết cho chính mình số 378
Hãy yên tâm rằng một ngày sẽ có một người yêu bạn hết mình. Người đó sẽ yêu
tính nóng nảy của bạn, chịu đựng sự bướng bỉnh nhỏ của bạn, chia sẻ tất cả mọi thứ
xiên En^s 2h¬ đ xinii ¬x ÌơwẦx.«. Ầễrntn.ễvẵ zÁ vĨ~Ấ* 154 L sẽ tâxm tôm c s Ễ.'—~…~. — ..
với ð2cii QCiLtU CịCH V Lii uaj 17 L4LU11+ i 3 õỉ«K*""J1 QL1UU 144áiCLUL RẮèììil 5SA tgii LCtlli Ư…U.HE c›ụ CáÂi (.ẮÍJ t.kciCi 111444 J 1L
để chữa lành trái tim đã tốn thương của bạn.

Zóng shì bàoyuàn méiyóu tén ài, qíshí shì zìjÝ de wèntí, sheng rén wù Jìn de qìxí tài
nóng, bù yuànyì zhủdòng lJojiš biếrén yễ bù yuànyì ràng biếrén liÄoH¡š nằ. RóngyÌ găndòng

què bù qingyì xindòng, xiangxìn zhen'ài què bù yuÀànyl qù ài. Bù vuân chăn gkai xInfel de rén,
huógai danshen.
Bức thư viết cho chính mình số 379

Luôn luôn phàn nàn rằng không ai yêu mình thực ra là do vấn đề từ chính bạn.
Sự phòng ngừa quá lớn, không tình nguyện tìm hiểu người khác cũng không muốn

cho người khác tìm hiểu bạn là nguyên nhân. Dễ cảm động nhưng không dễ siêu
lòng, tin rằng tình yêu đích thực có tồn tại nhưng lại không nguyện yêu chân thành là
nguyên nhân. Người không muốn mở lòng mình thì còn độc thân là đáng đời.
1



158
"
152,"写给自己的第380封信
不是为了嫁给世俗传说的如意郎君；
你那么优秀，
你那么努力，
不
也不欠任何人一个孩
你从不欠别人一段恋爱，
是为了给娃当个娘就算了。
你只欠自己一个幸福的模样。
写给自己的第381封信
物质决定能
性格决定适不适合在一起，
外貌决定有没有可能在一起，
信任决定能不能长久地在一起。
不能稳定地在一起，
写给自己的第382封信
不会一直让你难过，一
如果明知道这样做你不好受，
一个了解你的人，
他却还是做了，
这样的恶意和愚蠢就不该被原谅。
写给自己的第383封信
对一个人最好的就是放下，
终有一天你会
无论再想念也不会去打扰。
失去比拥有更踏实。
知道，
","


.

N nàme nủũiì, bùshì wèile jià gẽi shìsú chuánshuo de rúyÌ láng Jũn; nẴ nàme youxiù,
bùshì wèile gẽi vzá dang gè niáng Jiùsuànle. NĂ cóng bù qiàn biếrên yiduàn liàn ài, gẽ bù giàn
tènhéề rén yigè háizi, nÏ zhï qiàn zÌJÍ yigè xìngfú de múyàng.

Bức thư viết cho chính mình số 380
Bạn làm việc chăm chỉ như vậy không phải mục đích cuối cùng là gả cho một
người chồng như trong truyện mgôh tình. Bạn giỏi giang như vậy không phải là đế
sinh một đứa con rồi làm mẹ là xong. Bạn trước nay không nợ ai tình cảm cũng không
nợ ai một đứa con, bạn chỉ nợ chính mình một tương lai hạnh phúc.


Wàimào Juédìng yðu méiyöu kšnéng zài y1gÏ, xìnggé Juédìng shì bù shihé zài yigš, wùzhí
Juédìng néng bùnéng wšndìng dì zài yigš, xìnrèn Juédìng néng bùnéng chángjiủ de zải yidi.

Bức thư viết cho chính mình số 381

Ngoại hình quyết định có thể đến với nhau hay không, tính cách quyết định có

hợp bên nhau hay không. Vật chất quyết định có thể bên nhau ổn định thế nào và cuối
cùng sự tin tưởng quyết định có thể ở bên nhau lâu dài đến đâu.











Yigè liãojiš nÍ de rén, bù huì y1zhí ràng nũ nánguÒ, rúguó míng zhidào zhèyàng zuÒò nử

bù hãoshòu, ta quề háishì zuòle, zhèyàng de èyì hé vúchún jiù bù gai bèi vuánhàng.
Bức thư viết cho chính mình số 382


Một người hiếu bạn sẽ không làm bạn buồn. Nếu biết rõ đối với bạn như vậy là

không tốt mà anh ta vẫn hành Ổrĩg ngu ngốc cố chấp như vậy thì không đáng fflrợc
tha thứ bạn nhé.




ũ

159


`
"
153,"写给自己的第384封信
我做好了要与你过一辈子的打算，
也做好了你随时要走的准备，
这大
概是最好的爱情观，
深情而不纠缠。
写给自己的第385封信
你等的那个人也在等你，
世上最幸福的就是：
你关心的那个人也在关
你想的那个人也在想你，
你爱的那个人也在爱你，
心你，
你懂的那个人更
懂你。
心
写给自己的第386封信
有爱情，
便全心对待，
急不得。
本就是件宁缺毋滥的事，
爱情，
没有
爱情，
不论身边是否有人疼爱。做好自
学会一个人生活，
也一个人惬意。
有爱或无爱，
都安然对待。
缘分未
便去伸手抓住，
缘分到了，
己该做的，
就让自己活得精彩。
","Duli yigè rén zuì hăo de Jiùshì fàngxià, wúlùn zÀi xiăngmiàn yẽ bù huÌ qù dãršo. Zhong
yðu yttian nặ huì zhidào, shiqù bĩ yóngyóu gèng tàshí.


Bức thư viết cho chính mình số 383

Cách tốt nhất đối với một người là từ bỏ, cho dù có nhớ nhung thế nào cũng
không nên làm phiền. Ngày nào đó, bạn sẽ nhận ra mất đi còn thanh thản hơn là cố
níu giữ.


W zuò hãoe yào yũ nïguò ylbèizi de dšsuàn, vẽ zuò hăoÌe nỉ suíshí vào zóu de zhúnbèi,
zhè dàgài shì zuì hăo de Àigíng guan, shengíng ér bù Jiuchán.

Bức thư viết cho chính mình số 384
Em đã định sẵn kế hoạch để sống cùng anh trọn đời nhưng cũng chuẩn bị sẵn
sàng nếu một ngày anh muốn ra đi. Có lẽ đây quan điểm tốt nhất của tình yêu, yêu sâu
đậm nhưng không hề bị phụ thuộc.







Shìshàng zuì xìngfú de jiùshì: J đễng dì nàgè rén yš zài dễng nš, nĂ guanxin dì nàgè rén
yŠ zÀi guanxin nš, nÍ xiĂng dì nàpè rén về zài xiăng nử, n Ài dì nàgè rén yẽ zài ài nš, nặ dóng đì
nàgè rén gèng dõng rÍ.

Bức thư viết cho chính mình số 385
Niềm hạnh phúc nhất trên đời này là: Người bạn chờ đợi cũng đang đợi bạn,
người bạn quan tâm cũng quan tâm đến bạn, người bạn đang nhớ cũng nhớ đến bạn,
người bạn yêu cũng yêu bạn, người bạn biết còn hiếu bạn hơn chính bản thân mình.





#Ì,
Àiqíng, bn jiùshì jiàn nìngquếwúlàn de shì, jí bùdé. Yðu àigíng, biàn quán xin duldài,
160


"
154,"心日
写给自己的第387封信
再有才华、
口才再
任他再有钱、
就是要疼你，
再帅，
挑男人没别的，
孝顺感动天、
智慧再高，
不疼你，
大爱助众生，
能力再强，
一点儿用
都没有！
写给自己的第388封信
总会在半途下车。
有时候，
你一心认定的人，
你选定要一辈子的人，
其实真的不是靠你自己
其实是最三心二意的。所以爱情也好，
婚姻也好，
选出来的。
往往都不太靠谱。
每个人自我的选择，
真正能跟你一辈子的爱
都是过出来的。
是守出来的。是不知不觉过下去的。
日子，
","
méiyðu Àiqíng, yš yigè rén gièyÌ. XuếhuÌ ylgè réên shenghuó, bùlùn shenbian shìfÓu yöurén

téngài. Zuò hăo zìJÏ gai zuÒò de, yÓu ài huò wú ài, du anrán duldài. Vuánfèn dàole, biàn qù
shenshðu zhua zhù, vuánfèn wèi dào, Jiù ràng zìjŸ huó dé Jingcäi.
Bức thư viết cho chính mình số 386
Tình yêu vốn là chuyện quan trọng ở chất chứ không phải lượng, không thế
vội vã được. Đến khi có tình yêu rồi hãy tận tâm. Nếu không có tình yêu cũng có thế
một mình tận hưởng thanh thản. Học cách sống một mình bất kể có ai bên cạnh yêu
thương bạn hay không. Làm tốt công việc của mình, có tình yêu hay không đều bình
thản đón nhận. Khi duyên phận đến, bạn hãy vươn tay nắm bắt lấy, khi duyên chưa
tới, hãy tự vẽ lên cuộc sống đầy sắc màu của riêng mình.


*


Tião nánrén méi biế de, jiùshÌ yào téng nỉ, rèn ta zÀi yðu gián, zài yÖu cáihuá, zài shuài,
köucái zài hăo, zhlhul zài gao, néngÌì zài giáng, xiàoshùn găndòng tian, dà ài zZhù zhòngsheng,
bù téng nš, yidiăn er gòng dou méiyöu!

Bức thư viết cho chính mình số 387
Chọn đàn ông không gì khác ngoài việc người đó phải yêu bạn. Dù anh ta có
nhiều tiền, tài giỏi, đẹp trai, có khả năng ăn nói, JQ cao, có bản lĩnh, có lòng hiếu thảo
đến mức “cảm động trời xanh”, thích làm việc thiện, không một thiếu sót, nhưng lại
không hề yêu bạn thì tất cả đều vô dụng!



›
Yðu shíhòu, nÍ xuăn dìng yào ylbèizi de rén, zóng huì zài bàntú xià che. NĂ yixin
rèndìng de rén, gíshí shì zuì sanxin'èryìÌ de. SuðyÏ Àigíng yẽ hăo, hunyin yš hão, qíshí zhen
de bùshì kào nĩ zìJÏ xuăn chulái de. Mši gèrén zìWÓ de xuănzé, wăngwăng dou bù tài kào pú.
Zhenzhèng néng gen nỉ yibèizi de Àirén, shì shóu chulái de. Shì bùzh1 bù Juéguò xiÀqù de.
Rìz1, döu shìguò chulái de.
Bức thư viết cho chính mình số 388


Đôi khi, người mà bạn đã định sẽ bên bạn trọn đời lại dễ dàng bỏ bạn giữa
161
"
155,"写给自己的第389封信
我们曾用数年的时间去爱一个人，-
再用数年的时间去忘记，
爱过疼
然后却匆匆牵着别人的手去结婚。
写给自己的第390封信
两个人相爱，
是小概率的事；
是最美好的事。
两个人相遇，
遇见的都
拥有的都是幸运。
是天意，
写给自己的第391封信
爱更不是写在纸
爱不是三言两语的承诺，
爱也不是一天两天的陪伴，
说在嘴上的山盟海誓。
爱是不离不弃的责任，
更是平平淡淡的陪伴。
请深爱，
若真爱，
请离开。
若不爱，
","


đường. Người mà bạn đã xác định chắc trong tim ấy lại là người nửa vời với bạn nhất.
Vì vậy, yêu cũng được, kết hôn cũng được, thực ra tất cả đều không phải do bạn tự
ủọrìùlụịa được. ẦIhững lựa chọn của bản thân mỗi người thường l(l'ìễ`JIẵz<__{ đáng tin ậý.
Người thật sự có thể ở bên bạn cả đời, là nhờ giữ mà nên, không được thì để tự nhiên

mà qua đi thôi. Cuộc đời, đều trôi qua theo lẽ như vậy cả.


5,
8XWÓmen céng vòng shù nián de shíjian qù ài yigè rén, zÀi vòng shù nián de shíJjian qù
Wwàngiì, Àiguò téngguÒ, ránhòu quề congcong qianzhe biếrén de shðu qù Jiếhun.

Bức thư viết cho chính mình số 389

Chúng ta đã yêu một người suốt bao nhiêu năm lại tiếp tục qua thêm bấy nhiêu
năm để quên đi người đó. Từng yêu từng đau nhưng sau đó lại nắm tay của người
khác bước vào lễ đỳường thề hẹn Ịỷ)Ỉ1ll thê Ẻạc đầu.



Liằng gèrén xiangyù, shì xiĂo gàilà de shì; Hặng gèrén xiangài, shì zuì mẽthĂo de shì.
YùJiàn de dõu shì trãnyÌ, vöngyÓu de dou shì xìngyùn.

Bức thư viết cho chính mình số 390
Hai con người gặp được nhau là một xác suất rất nhỏ rồi. Hai con người yêu
nhau quả là điều kì diệu nhất. Có thể gặp gỡ là trời định nhưng có thể bên nhau lại là
do 111zJ1ịJ mắn quyết fflrìh.

+,


- Ài bùshì sanyánliăngyú de chéngnuò, ài yš bùshì yitiãn liăng tiãn de péibàn, ài gèng
bùshì xiễ zài zhỉ shàng, shuo zài zuÏ shàng de shanménghăishì. Ái shì bù lì bù gì de zérèn,
gèng shì píngpíng dàndàn de péibàn. Ruò zhenài, gïng shen ài, ruò bù ài, qïng líkai.

Bức thư viết cho chính mình số 391
Tình yêu không phải là dựa vào một vài lời hứa, tình yêu cũng không phải là
sự đồng hành trong một hai ngày, càng không phải những lời thề non hẹn biển trên
162


"
